主類別,子類別,二級類別,同異類別,臺灣語詞,大陸語詞
政經社會,社會＆民情,,同實異名,公曆/西曆/國曆/陽曆/太陽曆,公历/西历/国历/阳历/太阳历/格里历
政經社會,社會＆民情,,同實異名,世界展望會,世界宣明会
政經社會,社會＆民情,,同實異名,代溝,代沟/代差
政經社會,社會＆民情,,同實異名,出分子,出份子/随分子
政經社會,社會＆民情,,同實異名,外遇/婚外情,外遇/婚外情/婚外恋
政經社會,社會＆民情,,同實異名,生活水平/生活水準,生活水平/生活水准/生活程度
政經社會,社會＆民情,,同實異名,生活品質,生活质量/生存质量
政經社會,社會＆民情,,同實異名,年假/特休/特別休假,年假/年休假
政經社會,社會＆民情,,同實異名,作媒/做媒,作媒/做媒/保媒
政經社會,社會＆民情,,同實異名,扮白臉,唱红脸
政經社會,社會＆民情,,同實異名,扮黑臉,唱白脸
政經社會,社會＆民情,,同實異名,男女平等/兩性平權,男女平等
政經社會,社會＆民情,,同實異名,抽水站,抽水站/泵站/扬水站
政經社會,社會＆民情,,同實異名,拉炮,拉炮/彩炮/礼宾花
政經社會,社會＆民情,,同實異名,春酒,春酒/春茗
政經社會,社會＆民情,,同實異名,宰牲節/犧牲節/古爾邦節,宰牲节/牺牲节/古尔邦节/尔德节
政經社會,社會＆民情,,同實異名,家庭計畫,计划生育
政經社會,社會＆民情,,同實異名,消防栓/救火栓,消防栓/消火栓
政經社會,社會＆民情,,同實異名,逆境商數,逆境商数/逆商/逆境商/挫折商
政經社會,社會＆民情,,同實異名,國定假日,国定假日/法定假日
政經社會,社會＆民情,,同實異名,國際兒童村,国际儿童村/儿童村/SOS儿童村
政經社會,社會＆民情,,同實異名,國際兒童節,国际儿童节/六一国际儿童节
政經社會,社會＆民情,,同實異名,國慶日,国庆日/国庆节
政經社會,社會＆民情,,同實異名,基層,基层/低层
政經社會,社會＆民情,,同實異名,掃黑,扫黑/打黑
政經社會,社會＆民情,,同實異名,救護隊/救難隊,救护队
政經社會,社會＆民情,,同實異名,牽線,牵线/牵头
政經社會,社會＆民情,,同實異名,軟體,软件
政經社會,社會＆民情,,同實異名,速食戀愛,速食恋爱/快餐恋爱
政經社會,社會＆民情,,同實異名,報導,报导/报道
政經社會,社會＆民情,,同實異名,無性婚姻,无性婚姻/无性婚
政經社會,社會＆民情,,同實異名,焦點新聞,焦点新闻/沸点新闻
政經社會,社會＆民情,,同實異名,雅痞,雅痞/雅皮士/雅痞士
政經社會,社會＆民情,,同實異名,集體婚禮/集團婚禮/集團結婚,集体婚礼
政經社會,社會＆民情,,同實異名,傳統風味/古早味,传统风味
政經社會,社會＆民情,,同實異名,意識形態/觀念形態/意識型態/觀念型態,意识形态/观念形态
政經社會,社會＆民情,,同實異名,義工/志工,义工
政經社會,社會＆民情,,同實異名,聖誕節/耶誕節,圣诞节
政經社會,社會＆民情,,同實異名,農民曆,农家历
政經社會,社會＆民情,,同實異名,舞龍,舞龙/玩龙灯
政經社會,社會＆民情,,同實異名,認養,认养/认领
政經社會,社會＆民情,,同實異名,嬉皮,嬉皮士
政經社會,社會＆民情,,同實異名,導言,导语
政經社會,社會＆民情,,同實異名,樹葬,树葬/植树葬
政經社會,社會＆民情,,同實異名,雙薪家庭,双职工家庭
政經社會,社會＆民情,,同實異名,雙響/二踢腳,双响/二踢脚/两响
政經社會,社會＆民情,,同實異名,龐克,朋克
政經社會,社會＆民情,,同實異名,讀者投書,读者来信
政經社會,社會＆民情,,同名異實,人頭,人头
政經社會,社會＆民情,,同名異實,公關/公共關係,公关/公共关系
政經社會,社會＆民情,,同名異實,高姿態,高姿态
政經社會,社會＆民情,,臺灣特有,中途之家,
政經社會,社會＆民情,,臺灣特有,公休,
政經社會,社會＆民情,,臺灣特有,公共給水,
政經社會,社會＆民情,,臺灣特有,分偶,
政經社會,社會＆民情,,臺灣特有,文宣,
政經社會,社會＆民情,,臺灣特有,出草,
政經社會,社會＆民情,,臺灣特有,平衡報導,
政經社會,社會＆民情,,臺灣特有,民族掃墓節,
政經社會,社會＆民情,,臺灣特有,生命禮儀,
政經社會,社會＆民情,,臺灣特有,光復節/臺灣光復節,
政經社會,社會＆民情,,臺灣特有,在地,
政經社會,社會＆民情,,臺灣特有,自由日,
政經社會,社會＆民情,,臺灣特有,自強活動,
政經社會,社會＆民情,,臺灣特有,西瓜效應,
政經社會,社會＆民情,,臺灣特有,志工化,
政經社會,社會＆民情,,臺灣特有,抓猴,
政經社會,社會＆民情,,臺灣特有,走春,
政經社會,社會＆民情,,臺灣特有,和解共生,
政經社會,社會＆民情,,臺灣特有,拉抬,
政經社會,社會＆民情,,臺灣特有,近貧,
政經社會,社會＆民情,,臺灣特有,度晬,
政經社會,社會＆民情,,臺灣特有,炸寒單,
政經社會,社會＆民情,,臺灣特有,軍人節,
政經社會,社會＆民情,,臺灣特有,家扶,
政經社會,社會＆民情,,臺灣特有,家庭訪視,
政經社會,社會＆民情,,臺灣特有,站衛兵,
政經社會,社會＆民情,,臺灣特有,送做堆,
政經社會,社會＆民情,,臺灣特有,陣頭,
政經社會,社會＆民情,,臺灣特有,造勢會,
政經社會,社會＆民情,,臺灣特有,登記婚,
政經社會,社會＆民情,,臺灣特有,義民節,
政經社會,社會＆民情,,臺灣特有,電子花車,
政經社會,社會＆民情,,臺灣特有,僑社,
政經社會,社會＆民情,,臺灣特有,彈性放假,
政經社會,社會＆民情,,臺灣特有,辦桌,
政經社會,社會＆民情,,臺灣特有,餐會,
政經社會,社會＆民情,,臺灣特有,蹺家/翹家,
政經社會,社會＆民情,,大陸特有,,一条街
政經社會,社會＆民情,,大陸特有,,丁克
政經社會,社會＆民情,,大陸特有,,万元户
政經社會,社會＆民情,,大陸特有,,三台合一/三警合一
政經社會,社會＆民情,,大陸特有,,三陪
政經社會,社會＆民情,,大陸特有,,大龄
政經社會,社會＆民情,,大陸特有,,干休所
政經社會,社會＆民情,,大陸特有,,中国梦
政經社會,社會＆民情,,大陸特有,,五保户
政經社會,社會＆民情,,大陸特有,,井喷
政經社會,社會＆民情,,大陸特有,,公假
政經社會,社會＆民情,,大陸特有,,双休日
政經社會,社會＆民情,,大陸特有,,水炮
政經社會,社會＆民情,,大陸特有,,仪仗
政經社會,社會＆民情,,大陸特有,,处警
政經社會,社會＆民情,,大陸特有,,民工潮
政經社會,社會＆民情,,大陸特有,,生产关系
政經社會,社會＆民情,,大陸特有,,份儿钱
政經社會,社會＆民情,,大陸特有,,优抚
政經社會,社會＆民情,,大陸特有,,关系户
政經社會,社會＆民情,,大陸特有,,关联方
政經社會,社會＆民情,,大陸特有,,吃喝风
政經社會,社會＆民情,,大陸特有,,吃请
政經社會,社會＆民情,,大陸特有,,在谱
政經社會,社會＆民情,,大陸特有,,年龄段
政經社會,社會＆民情,,大陸特有,,有偿新闻
政經社會,社會＆民情,,大陸特有,,礼花
政經社會,社會＆民情,,大陸特有,,老大难
政經社會,社會＆民情,,大陸特有,,老少边穷
政經社會,社會＆民情,,大陸特有,,老封建
政經社會,社會＆民情,,大陸特有,,老眼光
政經社會,社會＆民情,,大陸特有,,肉孜节
政經社會,社會＆民情,,大陸特有,,自由民
政經社會,社會＆民情,,大陸特有,,低保
政經社會,社會＆民情,,大陸特有,,形姻/互助婚姻/形式婚姻
政經社會,社會＆民情,,大陸特有,,走热
政經社會,社會＆民情,,大陸特有,,阳光操作
政經社會,社會＆民情,,大陸特有,,事实婚姻
政經社會,社會＆民情,,大陸特有,,单过
政經社會,社會＆民情,,大陸特有,,参保率
政經社會,社會＆民情,,大陸特有,,奔小康
政經社會,社會＆民情,,大陸特有,,官本位
政經社會,社會＆民情,,大陸特有,,怪圈
政經社會,社會＆民情,,大陸特有,,抹锅灰
政經社會,社會＆民情,,大陸特有,,拥军优属
政經社會,社會＆民情,,大陸特有,,盲流
政經社會,社會＆民情,,大陸特有,,社安
政經社會,社會＆民情,,大陸特有,,社保/社会保险
政經社會,社會＆民情,,大陸特有,,社保/社会保障
政經社會,社會＆民情,,大陸特有,,社保卡/社会保障卡
政經社會,社會＆民情,,大陸特有,,社情
政經社會,社會＆民情,,大陸特有,,空巢家庭
政經社會,社會＆民情,,大陸特有,,迎峰度夏
政經社會,社會＆民情,,大陸特有,,迎讲树
政經社會,社會＆民情,,大陸特有,,返贫
政經社會,社會＆民情,,大陸特有,,保电
政經社會,社會＆民情,,大陸特有,,冒富
政經社會,社會＆民情,,大陸特有,,拼爹
政經社會,社會＆民情,,大陸特有,,洋节
政經社會,社會＆民情,,大陸特有,,砍刀帮
政經社會,社會＆民情,,大陸特有,,穿靴戴帽
政經社會,社會＆民情,,大陸特有,,美誉度
政經社會,社會＆民情,,大陸特有,,剥削阶级
政經社會,社會＆民情,,大陸特有,,拉近乎/套近乎
政經社會,社會＆民情,,大陸特有,,套磁
政經社會,社會＆民情,,大陸特有,,祝酒
政經社會,社會＆民情,,大陸特有,,祝酒歌
政經社會,社會＆民情,,大陸特有,,祝酒词
政經社會,社會＆民情,,大陸特有,,祝捷
政經社會,社會＆民情,,大陸特有,,笑笑团
政經社會,社會＆民情,,大陸特有,,笑脸墙/微笑墙
政經社會,社會＆民情,,大陸特有,,送温暖
政經社會,社會＆民情,,大陸特有,,排险
政經社會,社會＆民情,,大陸特有,,排爆
政經社會,社會＆民情,,大陸特有,,排队日
政經社會,社會＆民情,,大陸特有,,探亲假
政經社會,社會＆民情,,大陸特有,,接地气
政經社會,社會＆民情,,大陸特有,,断档
政經社會,社會＆民情,,大陸特有,,眼球效应
政經社會,社會＆民情,,大陸特有,,陪老
政經社會,社會＆民情,,大陸特有,,黄金周/黄金假日
政經社會,社會＆民情,,大陸特有,,傍大款
政經社會,社會＆民情,,大陸特有,,割尾巴
政經社會,社會＆民情,,大陸特有,,媒体节
政經社會,社會＆民情,,大陸特有,,插队
政經社會,社會＆民情,,大陸特有,,温饱线
政經社會,社會＆民情,,大陸特有,,联调
政經社會,社會＆民情,,大陸特有,,装红脸
政經社會,社會＆民情,,大陸特有,,搭界
政經社會,社會＆民情,,大陸特有,,群发
政經社會,社會＆民情,,大陸特有,,群体性事件
政經社會,社會＆民情,,大陸特有,,群访
政經社會,社會＆民情,,大陸特有,,路怒
政經社會,社會＆民情,,大陸特有,,福利院
政經社會,社會＆民情,,大陸特有,,靠谱/靠谱儿
政經社會,社會＆民情,,大陸特有,,整风
政經社會,社會＆民情,,大陸特有,,蹭饭
政經社會,社會＆民情,,大陸特有,,临界婚姻
政經社會,社會＆民情,,大陸特有,,习惯势力
政經社會,社會＆民情,,大陸特有,,传承链
政經社會,社會＆民情,,大陸特有,,传播链
政經社會,社會＆民情,,大陸特有,,恶捧
政經社會,社會＆民情,,大陸特有,,抢险
政經社會,社會＆民情,,大陸特有,,换肚肠
政經社會,社會＆民情,,大陸特有,,热看
政經社會,社會＆民情,,大陸特有,,热假/高温假
政經社會,社會＆民情,,大陸特有,,热传
政經社會,社會＆民情,,大陸特有,,热词
政經社會,社會＆民情,,大陸特有,,窝点
政經社會,社會＆民情,,大陸特有,,红火
政經社會,社會＆民情,,大陸特有,,节徽
政經社會,社會＆民情,,大陸特有,,谈朋友
政經社會,社會＆民情,,大陸特有,,错峰
政經社會,社會＆民情,,大陸特有,,闯关东
政經社會,社會＆民情,,大陸特有,,顶牛
政經社會,社會＆民情,,大陸特有,,顶牛儿
政經社會,社會＆民情,,大陸特有,,饥饿线
政經社會,社會＆民情,,大陸特有,,五爱
政經社會,社會＆民情,,大陸特有,,五讲四美
政經社會,社會＆民情,,大陸特有,,插队落户
政經社會,社會＆民情,,大陸特有,,改口费
政經社會,社會＆民情,,大陸特有,,领证
政經社會,社會＆民情,,大陸特有,,人才战略
政經社會,社會＆民情,,大陸特有,,打离婚
政經社會,社會＆民情,,大陸特有,,晒干瓢
政經社會,社會＆民情,,大陸特有,,凰求凤
政經社會,社會＆民情,,大陸特有,,搞活
政經社會,社會＆民情,,大陸特有,,解扣子
政經社會,社會＆民情,,大陸特有,,裸婚
政經社會,社會＆民情,,大陸特有,,结对
政經社會,社會＆民情,,大陸特有,,维稳
政經社會,宗教＆道德,,同實異名,三元大帝/三官大帝/三官帝君/三界公/三界爺,三元大帝/三官大帝/三官帝君
政經社會,宗教＆道德,,同實異名,不沾鍋,不粘锅
政經社會,宗教＆道德,,同實異名,拉偏架,拉偏架/拉偏手儿
政經社會,宗教＆道德,,同實異名,放鴿子,放鸽子/放飞机
政經社會,宗教＆道德,,同實異名,真主/阿拉,真主/安拉
政經社會,宗教＆道德,,同實異名,頂客家庭,丁克家庭
政經社會,宗教＆道德,,同實異名,插隊,插队/加塞儿
政經社會,宗教＆道德,,同實異名,黑帖/無名帖/黑函,黑帖/无名帖
政經社會,宗教＆道德,,同實異名,黑箱作業,黑箱操作/暗箱操作
政經社會,宗教＆道德,,同實異名,精神暴力,精神暴力/软暴力
政經社會,宗教＆道德,,同實異名,廟祝/廟公,庙祝
政經社會,宗教＆道德,,臺灣特有,七爺八爺,
政經社會,宗教＆道德,,臺灣特有,八家將,
政經社會,宗教＆道德,,臺灣特有,三字經,
政經社會,宗教＆道德,,臺灣特有,大身尪,
政經社會,宗教＆道德,,臺灣特有,大拜拜,
政經社會,宗教＆道德,,臺灣特有,五年祭,
政經社會,宗教＆道德,,臺灣特有,分身,
政經社會,宗教＆道德,,臺灣特有,乩童,
政經社會,宗教＆道德,,臺灣特有,好兄弟,
政經社會,宗教＆道德,,臺灣特有,安太歲,
政經社會,宗教＆道德,,臺灣特有,抹黃,
政經社會,宗教＆道德,,臺灣特有,限制級,
政經社會,宗教＆道德,,臺灣特有,剝皮,
政經社會,宗教＆道德,,臺灣特有,貢龜,
政經社會,宗教＆道德,,臺灣特有,割喉戰,
政經社會,宗教＆道德,,臺灣特有,黑白講,
政經社會,宗教＆道德,,臺灣特有,奧步,
政經社會,宗教＆道德,,臺灣特有,搶孤,
政經社會,宗教＆道德,,臺灣特有,電音三太子,
政經社會,宗教＆道德,,臺灣特有,劈腿,
政經社會,宗教＆道德,,臺灣特有,爐主,
政經社會,宗教＆道德,,大陸特有,,上眼药
政經社會,宗教＆道德,,大陸特有,,小广播
政經社會,宗教＆道德,,大陸特有,,打黑枪
政經社會,宗教＆道德,,大陸特有,,老实巴交
政經社會,宗教＆道德,,大陸特有,,刨祖坟
政經社會,宗教＆道德,,大陸特有,,吹冷风
政經社會,宗教＆道德,,大陸特有,,吹枕头风
政經社會,宗教＆道德,,大陸特有,,吹枕边风
政經社會,宗教＆道德,,大陸特有,,告黑状
政經社會,宗教＆道德,,大陸特有,,使假
政經社會,宗教＆道德,,大陸特有,,刮阴风
政經社會,宗教＆道德,,大陸特有,,制黄
政經社會,宗教＆道德,,大陸特有,,官德
政經社會,宗教＆道德,,大陸特有,,放冷风
政經社會,宗教＆道德,,大陸特有,,叛卖
政經社會,宗教＆道德,,大陸特有,,指脊梁骨
政經社會,宗教＆道德,,大陸特有,,挖祖坟
政經社會,宗教＆道德,,大陸特有,,派性
政經社會,宗教＆道德,,大陸特有,,玻璃小鞋
政經社會,宗教＆道德,,大陸特有,,穿小鞋
政經社會,宗教＆道德,,大陸特有,,掏浆糊/淘糨糊/捣糨糊
政經社會,宗教＆道德,,大陸特有,,掐尖子
政經社會,宗教＆道德,,大陸特有,,猫匿/猫腻/猫儿腻
政經社會,宗教＆道德,,大陸特有,,黑材料
政經社會,宗教＆道德,,大陸特有,,塞私货
政經社會,宗教＆道德,,大陸特有,,碰瓷
政經社會,宗教＆道德,,大陸特有,,蒙事
政經社會,宗教＆道德,,大陸特有,,糖弹/糖衣炮弹
政經社會,宗教＆道德,,大陸特有,,权钱交易
政經社會,宗教＆道德,,大陸特有,,泼脏水
政經社會,宗教＆道德,,大陸特有,,纠风
政經社會,宗教＆道德,,大陸特有,,纠风办
政經社會,宗教＆道德,,大陸特有,,纪律性
政經社會,宗教＆道德,,大陸特有,,纪检
政經社會,宗教＆道德,,大陸特有,,荤段子/黄段子
政經社會,宗教＆道德,,大陸特有,,算后账
政經社會,宗教＆道德,,大陸特有,,扯大旗
政經社會,宗教＆道德,,大陸特有,,玩猫儿腻
政經社會,宗教＆道德,,大陸特有,,穿连裆裤
政經社會,宗教＆道德,,大陸特有,,野路子
政經社會,宗教＆道德,,大陸特有,,蔫儿坏
政經社會,宗教＆道德,,大陸特有,,记小账
政經社會,宗教＆道德,,大陸特有,,攒人品
政經社會,農林漁牧礦,,同實異名,土埂/田埂/田壟,土埂/田埂/田垄/地埂/地埂子
政經社會,農林漁牧礦,,同實異名,水田,水田/水地
政經社會,農林漁牧礦,,同實異名,水耕,水耕/水培
政經社會,農林漁牧礦,,同實異名,石棉/石綿,石棉
政經社會,農林漁牧礦,,同實異名,行道樹/路樹,行道树
政經社會,農林漁牧礦,,同實異名,乳牛,乳牛/奶牛
政經社會,農林漁牧礦,,同實異名,乳羊,乳羊/奶羊
政經社會,農林漁牧礦,,同實異名,契約農業,契约农业/订单农业
政經社會,農林漁牧礦,,同實異名,魚苗,鱼苗/鱼花
政經社會,農林漁牧礦,,同實異名,琺瑯質,珐琅质/釉质
政經社會,農林漁牧礦,,同實異名,農膜,农膜/地膜
政經社會,農林漁牧礦,,同實異名,精準農業,精准农业/精确农业
政經社會,農林漁牧礦,,同實異名,箱網,网箱
政經社會,農林漁牧礦,,同實異名,箱網養殖,网箱养殖
政經社會,農林漁牧礦,,同實異名,輪作/輪栽/輪種,轮作/轮栽/轮种/倒茬
政經社會,農林漁牧礦,,同實異名,鐵粉,铁粉/精粉/铁精粉
政經社會,農林漁牧礦,,同名異實,農會,农会
政經社會,農林漁牧礦,,同名異實,豬草,猪草
政經社會,農林漁牧礦,,同名異實,礦務局,矿务局
政經社會,農林漁牧礦,,臺灣特有,保安林,
政經社會,農林漁牧礦,,臺灣特有,牽罟,
政經社會,農林漁牧礦,,臺灣特有,農耕隊,
政經社會,農林漁牧礦,,大陸特有,,厂矿
政經社會,農林漁牧礦,,大陸特有,,三农
政經社會,農林漁牧礦,,大陸特有,,个子
政經社會,農林漁牧礦,,大陸特有,,工作面
政經社會,農林漁牧礦,,大陸特有,,飞播
政經社會,農林漁牧礦,,大陸特有,,公仆林
政經社會,農林漁牧礦,,大陸特有,,双抢
政經社會,農林漁牧礦,,大陸特有,,开割
政經社會,農林漁牧礦,,大陸特有,,开割/开镰
政經社會,農林漁牧礦,,大陸特有,,水地/水浇地
政經社會,農林漁牧礦,,大陸特有,,代耕
政經社會,農林漁牧礦,,大陸特有,,仪仗树
政經社會,農林漁牧礦,,大陸特有,,打钎
政經社會,農林漁牧礦,,大陸特有,,生荒
政經社會,農林漁牧礦,,大陸特有,,生猪
政經社會,農林漁牧礦,,大陸特有,,生态牛
政經社會,農林漁牧礦,,大陸特有,,田管
政經社會,農林漁牧礦,,大陸特有,,电灌
政經社會,農林漁牧礦,,大陸特有,,休牧
政經社會,農林漁牧礦,,大陸特有,,冲田
政經社會,農林漁牧礦,,大陸特有,,吃青
政經社會,農林漁牧礦,,大陸特有,,回采率
政經社會,農林漁牧礦,,大陸特有,,存栏
政經社會,農林漁牧礦,,大陸特有,,米猪/豆猪
政經社會,農林漁牧礦,,大陸特有,,米粮川
政經社會,農林漁牧礦,,大陸特有,,自留山
政經社會,農林漁牧礦,,大陸特有,,自留地
政經社會,農林漁牧礦,,大陸特有,,估产
政經社會,農林漁牧礦,,大陸特有,,岗地
政經社會,農林漁牧礦,,大陸特有,,护田林
政經社會,農林漁牧礦,,大陸特有,,护秋
政經社會,農林漁牧礦,,大陸特有,,麦垛
政經社會,農林漁牧礦,,大陸特有,,单产
政經社會,農林漁牧礦,,大陸特有,,变工
政經社會,農林漁牧礦,,大陸特有,,坡改梯
政經社會,農林漁牧礦,,大陸特有,,拉秧
政經社會,農林漁牧礦,,大陸特有,,林垦
政經社會,農林漁牧礦,,大陸特有,,注册场
政經社會,農林漁牧礦,,大陸特有,,返青
政經社會,農林漁牧礦,,大陸特有,,采育
政經社會,農林漁牧礦,,大陸特有,,鱼秧子
政經社會,農林漁牧礦,,大陸特有,,亲鱼
政經社會,農林漁牧礦,,大陸特有,,保墒
政經社會,農林漁牧礦,,大陸特有,,冒顶
政經社會,農林漁牧礦,,大陸特有,,垫圈
政經社會,農林漁牧礦,,大陸特有,,春禁
政經社會,農林漁牧礦,,大陸特有,,活茬
政經社會,農林漁牧礦,,大陸特有,,护青/看青
政經社會,農林漁牧礦,,大陸特有,,科技户/科技示范户
政經社會,農林漁牧礦,,大陸特有,,苗情
政經社會,農林漁牧礦,,大陸特有,,浮选
政經社會,農林漁牧礦,,大陸特有,,能源林
政經社會,農林漁牧礦,,大陸特有,,控释肥
政經社會,農林漁牧礦,,大陸特有,,混交林
政經社會,農林漁牧礦,,大陸特有,,离土
政經社會,農林漁牧礦,,大陸特有,,笨鸡
政經社會,農林漁牧礦,,大陸特有,,掰芽子
政經社會,農林漁牧礦,,大陸特有,,散养
政經社會,農林漁牧礦,,大陸特有,,猫鱼
政經社會,農林漁牧礦,,大陸特有,,菜地
政經社會,農林漁牧礦,,大陸特有,,趁墒
政經社會,農林漁牧礦,,大陸特有,,超级稻/超高产水稻
政經社會,農林漁牧礦,,大陸特有,,失墒/跑墒
政經社會,農林漁牧礦,,大陸特有,,碾场
政經社會,農林漁牧礦,,大陸特有,,薪炭林
政經社會,農林漁牧礦,,大陸特有,,翻场
政經社會,農林漁牧礦,,大陸特有,,专业户
政經社會,農林漁牧礦,,大陸特有,,退养
政經社會,農林漁牧礦,,大陸特有,,军垦
政經社會,農林漁牧礦,,大陸特有,,垱
政經社會,農林漁牧礦,,大陸特有,,换茬
政經社會,農林漁牧礦,,大陸特有,,绿盾
政經社會,農林漁牧礦,,大陸特有,,蓝色农业
政經社會,農林漁牧礦,,大陸特有,,责任田
政經社會,農林漁牧礦,,大陸特有,,顶心/顶尖
政經社會,農林漁牧礦,,大陸特有,,小煤窑
政經社會,農林漁牧礦,,大陸特有,,旱涝保收
政經社會,農林漁牧礦,,大陸特有,,涉农
政經社會,農林漁牧礦,,大陸特有,,狗屎地
政經社會,農林漁牧礦,,大陸特有,,农企
政經社會,農林漁牧礦,,大陸特有,,三夏
政經社會,農林漁牧礦,,大陸特有,,头茬
政經社會,農林漁牧礦,,大陸特有,,菜博会
政經社會,農林漁牧礦,,大陸特有,,落膘
政經社會,農林漁牧礦,,大陸特有,,路矿
政經社會,農林漁牧礦,,大陸特有,,碱荒
政經社會,農林漁牧礦,,大陸特有,,稳产
政經社會,職場,,同實異名,人力派遣,劳务派遣
政經社會,職場,,同實異名,工會,工会/工联
政經社會,職場,,同實異名,工寮,工棚
政經社會,職場,,同實異名,代班,代班/顶班/替班
政經社會,職場,,同實異名,出師/出道/滿師,出师/出道/满师/出徒
政經社會,職場,,同實異名,外快,外快/外水/活钱
政經社會,職場,,同實異名,全勤,全勤/满勤
政經社會,職場,,同實異名,合聘,联聘
政經社會,職場,,同實異名,名譽職,名誉职/名誉职务
政經社會,職場,,同實異名,回聘,回聘/返聘
政經社會,職場,,同實異名,在職訓練,在职培训/岗位培训
政經社會,職場,,同實異名,年資/資齡,年资/资龄/工龄
政經社會,職場,,同實異名,自由業,自由职业
政經社會,職場,,同實異名,受薪族,工薪族
政經社會,職場,,同實異名,受薪階級/薪水階級,工薪阶层
政經社會,職場,,同實異名,契約工,合同工
政經社會,職場,,同實異名,拾荒/拾破爛/撿破爛/揀破爛,拾荒/拾破烂/捡破烂/捡破烂儿
政經社會,職場,,同實異名,查哨,查哨/查岗
政經社會,職場,,同實異名,浮動工資,浮动工资/活工资
政經社會,職場,,同實異名,特種行業,特种行业/特业/特行
政經社會,職場,,同實異名,接班/接棒,接班
政經社會,職場,,同實異名,第一級產業,第一级产业/初级产业/第一产业
政經社會,職場,,同實異名,第二級產業,第二级产业/第二产业
政經社會,職場,,同實異名,第三級產業,第三级产业/第三产业/三产
政經社會,職場,,同實異名,第四級產業,第四级产业/第四产业
政經社會,職場,,同實異名,視訊會議,视频会议/电视电话会议
政經社會,職場,,同實異名,遣散費/資遣費,遣散费
政經社會,職場,,同實異名,徵才會,招聘会
政經社會,職場,,同實異名,調薪,调薪/调资
政經社會,職場,,同實異名,隱性失業/隱藏性失業,隐性失业/隐藏性失业/亚失业
政經社會,職場,,同實異名,離任,离任/离岗
政經社會,職場,,同實異名,識別證,识别证/胸卡/胸牌
政經社會,職場,,同實異名,續聘,续聘/连聘
政經社會,職場,,同名異實,分管,分管
政經社會,職場,,同名異實,缺編,缺编
政經社會,職場,,同名異實,高職,高职
政經社會,職場,,同名異實,掛點,挂点
政經社會,職場,,同名異實,脫產,脱产
政經社會,職場,,同名異實,總工會,总工会
政經社會,職場,,臺灣特有,人力銀行,
政經社會,職場,,臺灣特有,上游業者,
政經社會,職場,,臺灣特有,下游業者,
政經社會,職場,,臺灣特有,下聘,
政經社會,職場,,臺灣特有,工安/工業安全,
政經社會,職場,,臺灣特有,升等考試,
政經社會,職場,,臺灣特有,升資,
政經社會,職場,,臺灣特有,加減賺,
政經社會,職場,,臺灣特有,加給,
政經社會,職場,,臺灣特有,加菜金,
政經社會,職場,,臺灣特有,休職,
政經社會,職場,,臺灣特有,考照,
政經社會,職場,,臺灣特有,育兒假/育嬰假,
政經社會,職場,,臺灣特有,走路工,
政經社會,職場,,臺灣特有,前段班,
政經社會,職場,,臺灣特有,前置作業,
政經社會,職場,,臺灣特有,後段班,
政經社會,職場,,臺灣特有,怠職,
政經社會,職場,,臺灣特有,洽公,
政經社會,職場,,臺灣特有,風化區,
政經社會,職場,,臺灣特有,差假,
政經社會,職場,,臺灣特有,時程,
政經社會,職場,,臺灣特有,特考/特種考試,
政經社會,職場,,臺灣特有,紙上作業,
政經社會,職場,,臺灣特有,做白工,
政經社會,職場,,臺灣特有,密等,
政經社會,職場,,臺灣特有,從業勞工,
政經社會,職場,,臺灣特有,敘薪,
政經社會,職場,,臺灣特有,終身俸,
政經社會,職場,,臺灣特有,勞工安全,
政經社會,職場,,臺灣特有,普考/普通考試/公務人員普通考試,
政經社會,職場,,臺灣特有,無給職,
政經社會,職場,,臺灣特有,超勤,
政經社會,職場,,臺灣特有,週休二日,
政經社會,職場,,臺灣特有,傳產/傳統產業,
政經社會,職場,,臺灣特有,勤惰,
政經社會,職場,,臺灣特有,新血輪,
政經社會,職場,,臺灣特有,資位,
政經社會,職場,,臺灣特有,遇缺不補,
政經社會,職場,,臺灣特有,甄訓,
政經社會,職場,,臺灣特有,徵才,
政經社會,職場,,臺灣特有,調差,
政經社會,職場,,臺灣特有,頭路,
政經社會,職場,,臺灣特有,檢附,
政經社會,職場,,臺灣特有,營造業,
政經社會,職場,,臺灣特有,臨時會,
政經社會,職場,,臺灣特有,職等,
政經社會,職場,,臺灣特有,職業工會,
政經社會,職場,,臺灣特有,轉檯,
政經社會,職場,,臺灣特有,離職金,
政經社會,職場,,臺灣特有,蹺班/翹班,
政經社會,職場,,臺灣特有,議場,
政經社會,職場,,大陸特有,,劳保
政經社會,職場,,大陸特有,,二把刀
政經社會,職場,,大陸特有,,厂休
政經社會,職場,,大陸特有,,厂礼拜
政經社會,職場,,大陸特有,,厂纪
政經社會,職場,,大陸特有,,三贴近
政經社會,職場,,大陸特有,,上岗
政經社會,職場,,大陸特有,,下马
政經社會,職場,,大陸特有,,下岗
政經社會,職場,,大陸特有,,下放
政經社會,職場,,大陸特有,,下海
政經社會,職場,,大陸特有,,下课
政經社會,職場,,大陸特有,,义务工
政經社會,職場,,大陸特有,,工联/工联会
政經社會,職場,,大陸特有,,工薪收入
政經社會,職場,,大陸特有,,内退
政經社會,職場,,大陸特有,,分包
政經社會,職場,,大陸特有,,办公会议
政經社會,職場,,大陸特有,,办结率
政經社會,職場,,大陸特有,,升井
政經社會,職場,,大陸特有,,双肩挑
